Rank,RMD,PT,BRGI_Score,Mean_Gap,Max_Gap,Positive_Gap_Months,RMD_Burden,PT_Readiness,spillover_value_norm,cisn_adjusted_score
82,RMD_Antisocial Personality Disorder,PT_Music Therapy,0.3931475756240846,0.3931475756240846,0.3959338550968282,36,0.6870196892979348,0.29387211367385,0.0,0.3931475756240846
83,RMD_Kleptomania,PT_Social Skills Training,0.3896135125567667,0.3896135125567667,0.4198344175348187,36,0.7412501146256589,0.3516366020688921,0.0,0.3896135125567667
84,RMD_Ekbom Syndrome,PT_Neurofeedback Systems,0.3856906094740345,0.3856906094740345,0.3912864572137286,36,0.5119498443037827,0.126259234829748,0.0,0.3856906094740345
85,RMD_Brief Psychotic Disorder,PT_Cognitive Assistive Technologies,0.3852611984403649,0.3852611984403649,0.3940715773814039,36,0.4127364052176009,0.0274752067772359,0.0,0.3852611984403649
86,RMD_Postpartum Psychosis,PT_Mood Stabilizers,0.3817017089122611,0.3817017089122611,0.4129239855932766,36,0.7183669958120321,0.3366652868997709,0.0,0.3817017089122611
87,RMD_Hallucinogen Persisting Perception Disorder,PT_Virtual Reality Exposure Therapy,0.3789406445596689,0.3789406445596689,0.382952375887039,36,0.6878894775854928,0.3089488330258239,0.0,0.3789406445596689
88,RMD_Ganser Syndrome,PT_Immunotherapy For Neuropsychiatric Disorders,0.3747666882970751,0.3747666882970751,0.4218141952216597,36,0.6922316029290343,0.3174649146319591,0.0,0.3747666882970751
89,RMD_Hallucinogen Persisting Perception Disorder,PT_Personalized Medicine,0.3721222963341633,0.3721222963341633,0.3738366124352276,36,0.6878894775854928,0.3157671812513294,0.0,0.3721222963341633
90,RMD_Chronic Traumatic Encephalopathy,PT_Virtual Reality Exposure Therapy,0.3697701915817226,0.3697701915817226,0.3751959189422882,36,0.6787190246075465,0.3089488330258239,0.0,0.3697701915817226
91,RMD_Diogenes Syndrome,PT_Psilocybin Assisted Therapy,0.3687646205950592,0.3687646205950592,0.4668495976545784,36,0.5729243881347388,0.2041597675396795,0.0,0.3687646205950592
92,RMD_Dissociative Amnesia,PT_Focused Ultrasound Therapy,0.3687605302252785,0.3687605302252785,0.3733953142192825,36,0.5210034402949676,0.1522429100696891,0.0,0.3687605302252785
93,RMD_Palilalia,PT_Memory Retrieval Techniques,0.3687590757093069,0.3687590757093069,0.3913560698151772,36,0.3795989302312224,0.0108398545219154,0.0,0.3687590757093069
94,RMD_Disinhibited Social Engagement Disorder,PT_Memory Retrieval Techniques,0.3681832624515378,0.3681832624515378,0.388894592901708,36,0.3790231169734533,0.0108398545219154,0.0,0.3681832624515378
95,RMD_Narcissistic Personality Disorder,PT_Electroencephalography,0.366602025251885,0.366602025251885,0.3718832560530105,36,0.6620654771117923,0.2954634518599072,0.0,0.366602025251885
96,RMD_Histrionic Personality Disorder,PT_Neurobiological Assessments For Mental Disorders,0.364362106607266,0.364362106607266,0.409748524182825,36,0.4385416961188458,0.0741795895115798,0.0,0.364362106607266
97,RMD_Body Integrity Dysphoria,PT_Psilocybin Assisted Therapy,0.362842158499888,0.362842158499888,0.425405104996148,36,0.5670019260395676,0.2041597675396795,0.0,0.362842158499888
98,RMD_Erotomania,PT_Transcranial Direct Current Stimulation,0.3621600116285832,0.3621600116285832,0.3889630079049829,36,0.6385203358199116,0.2763603241913283,0.0,0.3621600116285832
99,RMD_Dissociative Amnesia,PT_Privacy Preserving Ai In Digital Mental Health,0.3607038071558436,0.3607038071558436,0.3891564142038674,36,0.5210034402949676,0.160299633139124,0.0,0.3607038071558436
100,RMD_Kleine Levin Syndrome,PT_Neurofeedback Systems,0.3582600582954127,0.3582600582954127,0.4066021151250816,36,0.4845192931251607,0.126259234829748,0.0,0.3582600582954127
101,RMD_Anorexia Nervosa,PT_Neurocognitive Training,0.3576700254614704,0.3576700254614704,0.3672570999968138,36,0.6265170412733507,0.2688470158118803,0.0,0.3576700254614704
102,RMD_Hyperthymesia,PT_Narrative Exposure Therapy,0.3566136193205434,0.3566136193205434,0.3606242413724399,36,0.6444958709212335,0.2878822516006901,0.0,0.3566136193205434
103,RMD_Landau Kleffner Syndrome,PT_Behavioral Activation Therapy,0.3564262398274316,0.3564262398274316,0.359245980539657,36,0.5590709259771585,0.2026446861497267,0.0,0.3564262398274316
104,RMD_Reactive Attachment Disorder,PT_Occupational Therapy,0.3554144486198829,0.3554144486198829,0.3616591317542177,36,0.7190351047741068,0.3636206561542238,0.0,0.3554144486198829
105,RMD_Reactive Attachment Disorder,PT_Hypnotherapy,0.3546846233054093,0.3546846233054093,0.3593524341117842,36,0.7190351047741068,0.3643504814686974,0.0,0.3546846233054093
106,RMD_Dissociative Fugue,PT_Transcranial Direct Current Stimulation,0.3532270814402704,0.3532270814402704,0.3614814838412005,36,0.6295874056315989,0.2763603241913283,0.0,0.3532270814402704
107,RMD_Kleptomania,PT_Ketamine Therapy,0.3519867951512626,0.3519867951512626,0.3839677939935483,36,0.7412501146256589,0.3892633194743963,0.0,0.3519867951512626
108,RMD_Body Integrity Dysphoria,PT_Trauma Focused Cbt,0.351777960001938,0.351777960001938,0.3711902158675206,36,0.5670019260395676,0.2152239660376294,0.0,0.351777960001938
109,RMD_Narcissistic Personality Disorder,PT_Brain Computer Interface,0.3501572036160577,0.3501572036160577,0.3575057649334136,36,0.6620654771117923,0.3119082734957344,0.0,0.3501572036160577
110,RMD_Kleptomania,PT_Stimulant And Wake Promoting Agents,0.3500808807114882,0.3500808807114882,0.3756104152175661,36,0.7412501146256589,0.3911692339141706,0.0,0.3500808807114882
111,RMD_Disinhibited Social Engagement Disorder,PT_Lithium Therapy,0.3494797611271438,0.3494797611271438,0.3616323966651835,36,0.3790231169734533,0.0295433558463095,0.0,0.3494797611271438
112,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Neurobiological Assessments For Mental Disorders,0.3491050409432855,0.3491050409432855,0.3555247787173085,36,0.4232846304548653,0.0741795895115798,0.0,0.3491050409432855
